hardness,depth,brightness,roughness,warmth,sharpness,boominess,reverb,filename,machine_id,machine_type,label
49.32118279241709,59.65361385878483,52.12356452657561,57.34225282678884,56.92573806192114,38.19807705378423,30.701220704023694,0,00000000.wav,id_06,pump,normal
53.71787019309764,53.80519867733885,54.6070441200535,61.45564144909268,54.72213403925744,42.36845922785367,28.92069747322284,0,00000001.wav,id_06,pump,normal
48.51777622266553,59.14639154717579,57.26735211808672,64.33474148167056,52.15708711591144,44.983013778966765,26.04265545012273,0,00000002.wav,id_06,pump,normal
51.96315480713753,54.637163120423935,54.00310046956687,59.32325705172212,54.9701108761424,42.26369065113239,28.94093157962581,0,00000003.wav,id_06,pump,normal
45.00221788798692,59.14907693126919,53.501781951214014,60.2715799957229,55.368920629347286,40.136316957080965,29.45492577363365,0,00000004.wav,id_06,pump,normal
50.14261152042715,56.57425007188748,52.79770490644484,58.63381242459268,55.99515799162175,38.63335968966543,30.658843122550017,0,00000005.wav,id_06,pump,normal
47.604453215657685,56.47070833289003,51.85666644899175,57.56701340371211,56.48078257390891,38.05991982469028,30.66917689647041,0,00000006.wav,id_06,pump,normal
44.07382156697676,62.059335390319134,53.81716752984904,60.24081964064546,54.621909950550105,41.57411860887614,29.282767530768293,0,00000007.wav,id_06,pump,normal
49.984687835769535,55.753567142619,52.39678324867816,57.491328386472695,55.9081791321016,38.32786411602414,29.98307399576545,0,00000008.wav,id_06,pump,normal
50.23784341997237,52.11177798356584,54.327927352054566,60.610817015954765,54.26784360151003,42.29493672513326,28.36830083677204,0,00000009.wav,id_06,pump,normal
47.071545383895966,54.13479354560519,55.5332008221444,60.922490502780605,52.87760114977243,44.4259054155835,26.74363482633224,0,00000010.wav,id_06,pump,normal
49.697823974313536,55.94611832200087,53.34188617373287,59.02056062157477,55.69867891338674,39.70633114349976,29.70363969312545,0,00000011.wav,id_06,pump,normal
49.32380844273712,56.64939248861466,53.25713477299561,59.08245474187291,55.033970610556125,39.69091033445604,29.69181305538879,0,00000012.wav,id_06,pump,normal
47.40340379689917,57.10387726304943,53.48836062715811,59.406201795289135,54.56382411451079,39.7901801062029,29.149333921322064,0,00000013.wav,id_06,pump,normal
47.07785256546117,58.12942783707688,53.38490973602456,59.76348997170936,54.58117385989077,39.27074809118851,28.517960470487264,0,00000014.wav,id_06,pump,normal
62.79300691106008,59.556077012782254,52.70303088291221,58.43715229555609,55.46556609261511,38.43101471292353,29.69409973648648,0,00000015.wav,id_06,pump,normal
55.194027429947255,54.22225506668693,56.47995407479576,62.346697613775824,52.02856236574272,46.35739338364242,26.12694896217411,0,00000016.wav,id_06,pump,normal
54.23535597671608,60.11622269434569,53.57362626378837,60.27278554919703,54.18725541032877,40.01957817911096,28.83260879352257,0,00000017.wav,id_06,pump,normal
58.06080364538568,60.47934807904351,53.24430784595769,59.7423468013243,54.49187729951012,39.5687315482712,29.270154665335298,0,00000018.wav,id_06,pump,normal
45.8280550052165,57.88491722766823,54.48289657652176,60.12648886524594,53.57118966709325,43.29271844892186,28.46910041551269,0,00000019.wav,id_06,pump,normal
45.929253164736,60.206842125842094,53.35188488008947,59.73038266978585,54.27841991758952,39.23612521342133,29.470013803356327,0,00000020.wav,id_06,pump,normal
49.5417304943561,57.66008629438269,54.50023850425963,59.92820666842872,53.42839681901424,40.54631615338388,27.31916352423804,0,00000021.wav,id_06,pump,normal
46.26369721328933,54.24602368152279,53.542497630720206,59.63101141683984,54.22539618761439,38.9468158909544,29.15263361218066,0,00000022.wav,id_06,pump,normal
