hardness,depth,brightness,roughness,warmth,sharpness,boominess,reverb,filename,machine_id,machine_type,label
67.82478757845013,47.36300390148287,71.20860715810241,56.58096343253601,45.06484925805892,55.18716759271579,29.104150888480422,1,00000000.wav,id_04,valve,abnormal
65.69279508105768,51.055364321454334,70.84852115941538,58.0915521099262,43.69806304273232,55.45889315778098,27.12829243125033,1,00000001.wav,id_04,valve,abnormal
63.87638117478471,47.37149351121059,70.37826467003148,55.081165874301306,45.12676182796522,56.22672285343053,29.67746072130604,0,00000002.wav,id_04,valve,abnormal
66.28565458285306,46.62823833699204,72.29776070734543,57.36662580403533,44.58343125124765,56.12437435233615,28.892062690552493,0,00000003.wav,id_04,valve,abnormal
67.50197315541453,47.07982127013126,72.570807664393,55.92455156822641,45.05537444724188,55.73412155183833,30.325707395324592,1,00000004.wav,id_04,valve,abnormal
68.71948230879659,45.486529533144775,71.64407206853916,55.30660616978701,42.56791659842098,57.06887643254066,25.70221805409105,0,00000005.wav,id_04,valve,abnormal
68.36077828745451,46.48453644582269,71.68666142641285,55.94062388266112,44.50556895702268,56.56388161255478,28.74980919675507,0,00000006.wav,id_04,valve,abnormal
66.35796207869794,46.26524972467713,71.79632048625803,56.07701027406687,45.03566124156546,55.04558815565109,29.63855646944304,0,00000007.wav,id_04,valve,abnormal
68.11898670600951,46.57851391027924,71.0382239699172,55.30710807085085,42.31351269477999,56.34138492575062,24.87043003533887,1,00000008.wav,id_04,valve,abnormal
67.60474564107574,46.15772596073698,71.63432766993188,55.02004584513399,43.43743717184309,57.325901861442304,26.00353515712445,0,00000009.wav,id_04,valve,abnormal
66.51870745987807,46.72006452242067,73.0891326158712,56.9990715807147,43.57347890628844,59.61281719092181,28.192316456087354,0,00000010.wav,id_04,valve,abnormal
68.39388811592812,45.29013524531199,70.81830286673141,53.84284868898928,42.63949103629243,56.19880411319645,26.19917464525757,1,00000011.wav,id_04,valve,abnormal
66.73728099263002,43.09823546636032,72.72955205818873,54.75156229620649,44.587785954794526,58.40811107375512,30.523871568870018,0,00000012.wav,id_04,valve,abnormal
65.06737896839206,43.19398520863683,72.7613484493552,56.57323692469909,44.40974214584252,57.43377710409784,29.61921699922377,0,00000013.wav,id_04,valve,abnormal
69.89530191140449,45.35392264946984,72.06492711467246,56.52231492641764,40.86430031629775,58.63579070813358,22.578143650668125,1,00000014.wav,id_04,valve,abnormal
67.74753154156912,49.25575093041832,68.50878956992428,56.255579966354695,46.33515343597496,55.01816693867626,30.783021298300497,1,00000015.wav,id_04,valve,abnormal
65.59590928447824,47.36838157009249,70.75025631350995,59.08827082699187,44.0862870132937,57.63882856706397,27.283511587618182,0,00000016.wav,id_04,valve,abnormal
63.90348381414125,44.471886101741234,69.6883315238764,57.335199368713056,44.785207913727376,53.50977818083834,30.25235098202682,1,00000017.wav,id_04,valve,abnormal
67.32010534180063,47.02079590567504,70.4319098475265,56.69688349530973,45.541467029927325,55.997505222226266,30.634552737828862,0,00000018.wav,id_04,valve,abnormal
67.99862219892191,46.59724848062316,72.31999781700384,61.62903418746786,41.81453984527196,57.47610313394437,23.40998514859784,0,00000019.wav,id_04,valve,abnormal
66.1961232081284,45.92318935739584,70.76743595731004,53.72346283237846,45.92924464732637,56.517835752335344,31.337357285614253,1,00000020.wav,id_04,valve,abnormal
64.90993142619607,46.52073810654485,70.48920123050972,55.87814987147345,45.92250317415763,54.057984334930026,29.721387267002065,0,00000021.wav,id_04,valve,abnormal
68.58554740176996,46.71682368988705,72.53687471386749,60.33223230391976,40.870152835623,58.47939592055684,22.09716575067489,1,00000022.wav,id_04,valve,abnormal
68.16204211655284,46.294358555792186,71.29138639783807,56.93773572774222,42.2733456471375,57.21698964522152,25.24322942768753,1,00000023.wav,id_04,valve,abnormal
61.57791027250579,44.48716893436459,70.35931881780944,55.47900003431472,43.96701876157459,55.94890029327507,29.821285396339498,0,00000024.wav,id_04,valve,abnormal
61.95572403757004,48.19669913091176,73.04008351798797,55.59055863699808,44.25918299426998,56.00926025722067,29.901297751219847,0,00000025.wav,id_04,valve,abnormal
68.26095098927107,46.19057805835537,72.24938394496697,61.645299568063606,40.48353036320193,58.12938815586581,21.411611401539368,1,00000026.wav,id_04,valve,abnormal
67.83766586345035,45.47146700208425,72.09663740385649,54.278821850230464,45.061773012622815,54.9124787796591,31.34696562217609,0,00000027.wav,id_04,valve,abnormal
67.31020185694959,46.75228256900556,72.03024686124368,55.780341491835216,44.498717619991965,55.540321151823576,30.225217562666373,1,00000028.wav,id_04,valve,abnormal
66.73154110649838,46.51002656682872,72.48539836268999,56.17490148001572,44.47719120318142,56.07436905063069,29.17513075839497,0,00000029.wav,id_04,valve,abnormal
67.15711967235526,45.36725648454991,71.61930716407873,55.207081277577736,42.21473994822156,57.886093010644586,25.83427837034357,0,00000030.wav,id_04,valve,abnormal
68.10910917328565,46.33463729131407,71.59954408010154,54.64990927615615,42.849024798448056,57.2275018544907,26.02500639168696,1,00000031.wav,id_04,valve,abnormal
63.44709840080003,47.41319653255245,71.28960511201723,57.52527790414331,41.88375076894888,57.55017430830836,23.410818433396106,1,00000032.wav,id_04,valve,abnormal
65.36952340972269,50.65109976305689,67.59580283943322,57.102623236895255,43.98437774355663,55.36136177760405,26.949328616481896,0,00000033.wav,id_04,valve,abnormal
66.36285541071715,48.56800346120605,67.75230729794248,55.70593535557713,46.72875910703748,53.20814982179182,30.36046907903742,0,00000034.wav,id_04,valve,abnormal
60.8406870312908,50.97213398906965,66.46358229603993,56.530766801178046,46.45515124423023,53.07289001024576,29.896082055583943,0,00000035.wav,id_04,valve,abnormal
68.51226940002235,48.15382230870364,68.07542892644427,57.48556917385016,45.6795250287073,56.53855352450801,28.425256929179945,0,00000036.wav,id_04,valve,abnormal
66.52426529506027,49.22351189458937,69.93004336788792,57.96990380507904,44.549436005758686,57.20254673667256,27.908615281532768,0,00000037.wav,id_04,valve,abnormal
63.34132772914745,47.062929280484695,68.29527142614342,58.36076821211892,44.96099994603937,54.258536923409416,28.234847281460382,0,00000038.wav,id_04,valve,abnormal
67.44616120686362,47.84313972169288,68.41811296763704,56.43682092524704,45.36385540425236,53.27021203367418,30.21064808616393,0,00000039.wav,id_04,valve,abnormal
67.0261258011106,47.869678953061054,68.18178647413677,54.4842603302782,47.87500556774811,53.774274605883306,33.2456891998026,1,00000040.wav,id_04,valve,abnormal
62.908602914602994,47.25441049138917,69.64135755953967,58.1771210388445,43.95096188597832,56.65873485839776,27.75824062584303,0,00000041.wav,id_04,valve,abnormal
66.78404168432365,48.01957014449365,68.34780553236962,55.06554652524554,44.1202522980487,55.74163987629628,27.78130787650065,1,00000042.wav,id_04,valve,abnormal
67.0246923855999,47.73827795517116,69.3958270666916,56.45141693031424,45.52986355617693,54.33982606276562,28.7837367873947,0,00000043.wav,id_04,valve,abnormal
67.01749575291441,47.32933723748731,71.24889083824321,61.14737013556764,41.16025104669588,57.49802974512254,22.667082816739835,1,00000044.wav,id_04,valve,abnormal
65.68855307908234,47.27888628803956,69.51490729653312,51.968443921031614,47.019068044995606,53.66179551704791,31.831129128043944,0,00000045.wav,id_04,valve,abnormal
67.88435698080582,47.58820160811476,69.80384874128134,55.48940437717663,45.99134166142041,54.28456196196787,30.653913020648627,0,00000046.wav,id_04,valve,abnormal
66.96101087200722,47.57062148036764,70.213128772942,55.3831098522846,44.79577731777231,54.59226376101696,29.57270160729129,0,00000047.wav,id_04,valve,abnormal
67.96961402297336,47.01073931042605,69.7932537399494,55.0672510064805,45.486042741696615,55.577447920504106,30.98903807429152,0,00000048.wav,id_04,valve,abnormal
68.3986463492702,47.29822177451769,69.59199434503645,54.854026997866846,43.32552583136701,55.54829034373968,26.46344271776513,0,00000049.wav,id_04,valve,abnormal
68.17550176789695,47.22331705782176,70.08105231259336,55.71798001703357,44.44213104869154,54.87171887834568,29.302632884910075,0,00000050.wav,id_04,valve,abnormal
68.0921353537268,45.44790919064864,73.00241551531099,62.82436875606339,39.63732782301096,59.55201805569889,23.17336610875637,0,00000051.wav,id_04,valve,abnormal
67.53394712482628,47.09524603982911,69.91983012844057,54.71028406722519,45.34322396718043,54.48166936282087,29.299739884374794,0,00000052.wav,id_04,valve,abnormal
66.10230468578956,47.515169637266695,70.0433373087539,53.4228476316046,46.63515446432105,55.26011722197858,32.893843461305295,0,00000053.wav,id_04,valve,abnormal
68.0518719509466,47.99051995862541,71.47087062404121,54.40552024914329,45.22551603356971,55.58772813404662,29.870371726746463,0,00000054.wav,id_04,valve,abnormal
62.19515362456616,46.591112565362224,68.59953600262156,56.75730696079309,42.53918650806462,55.54084473816447,25.57766990050539,1,00000055.wav,id_04,valve,abnormal
64.72082668396797,50.80843478534062,68.58231681506112,49.95174670315809,46.10050440933168,54.83508991442567,31.135060062078008,0,00000056.wav,id_04,valve,abnormal
64.14197258301226,45.09248808483483,69.87670396815457,57.47988512533253,43.41357850171322,56.61053039363699,27.1357311461653,0,00000057.wav,id_04,valve,abnormal
64.78477314103588,46.1265495960137,69.09895867234442,56.342885030446354,43.86006187959066,57.4584969435856,28.470232940593625,1,00000058.wav,id_04,valve,abnormal
66.76924925968365,46.68364016109125,69.59212234622757,57.24588219403273,45.04199173496293,55.037556610023344,29.28830781578514,0,00000059.wav,id_04,valve,abnormal
68.64139039524235,46.64524044464937,73.76723488800506,56.714767673689074,41.61580370394247,59.41739190934707,24.3101751122029,0,00000060.wav,id_04,valve,abnormal
68.3191998197772,42.68305528131873,74.8780192384675,59.16164276530588,38.42866669892366,61.64936829754341,20.650806359862123,0,00000061.wav,id_04,valve,abnormal
69.54843348548707,44.07633969838157,75.31084859544816,57.82294067930079,41.03537335575788,61.304675092662194,24.578451651426967,0,00000062.wav,id_04,valve,abnormal
69.28513954088871,43.885158267567306,75.53912020146436,57.618052639000005,41.19852021272689,61.4770674163732,25.61054458343763,0,00000063.wav,id_04,valve,abnormal
68.364552458714,45.44245030939969,75.2383571020401,54.04982178499439,40.65258673325452,62.13763373207647,25.18354534745817,0,00000064.wav,id_04,valve,abnormal
69.40845254582689,42.11815228877355,77.29988858064004,64.98321438029492,33.95310691508658,66.64154663895121,15.955611313019112,0,00000065.wav,id_04,valve,abnormal
68.32938565117334,43.16162068363856,76.40871558071302,60.76278503787426,38.20818337674613,64.89679066370552,19.88361875582585,0,00000066.wav,id_04,valve,abnormal
69.04040854996569,43.522635149587344,76.61356717374943,58.353651372210486,40.03103788496466,64.02789037549086,23.67143858514428,0,00000067.wav,id_04,valve,abnormal
69.2070859168702,43.28928642994971,76.42833097637505,58.580308075315045,39.75529117099189,64.51647228463096,24.27629755038543,0,00000068.wav,id_04,valve,abnormal
68.76304025042873,43.288753359085895,76.46696809948932,57.69585741527628,40.625956013076525,63.31289693445604,24.7079551600717,0,00000069.wav,id_04,valve,abnormal
69.31967930780749,44.38180574364216,76.52924569997967,57.49193316593893,40.89687082840568,63.50557273627055,25.395795900640834,0,00000070.wav,id_04,valve,abnormal
69.36033909013003,44.61303173743412,76.99079057093314,57.22010648153368,40.41609427174463,64.5686559077789,25.82734504385277,0,00000071.wav,id_04,valve,abnormal
68.15198172419392,43.92992549304248,76.64116494487675,57.607296634877855,40.94149237138959,63.38097037768014,25.10799972648868,0,00000072.wav,id_04,valve,abnormal
69.06142200628659,44.31585022771716,76.74288143281254,57.90529870923227,40.75982176401467,63.2512851545276,25.030721966608283,0,00000073.wav,id_04,valve,abnormal
68.02187920940736,44.52549651292748,76.60190715544744,57.12093484703961,40.742072060151294,63.33677587017476,24.84885232113377,0,00000074.wav,id_04,valve,abnormal
71.0868724388516,43.22958371324779,76.93414973710357,57.03809675470204,35.45386904436976,65.73011771078237,18.84203914707954,0,00000075.wav,id_04,valve,abnormal
68.89392098739424,44.38651218129053,76.52154948294515,57.08438497805588,39.21880132389205,63.96513801718688,22.25581130752217,0,00000076.wav,id_04,valve,abnormal
68.26498121592843,44.79258002585097,76.42076532460028,59.45055301534584,39.29936456705345,63.32875651634632,21.21700477653564,0,00000077.wav,id_04,valve,abnormal
68.11835572712897,44.430979778805984,77.17610115138811,57.047735337418494,38.49738181830583,65.32753830912027,21.61378634702645,1,00000078.wav,id_04,valve,abnormal
68.75209055097562,43.96091164287681,77.03550492813869,56.69642190504011,38.26961967247959,65.32998251436818,20.96851162547852,0,00000079.wav,id_04,valve,abnormal
68.04614153502064,45.026107628199,77.04090713130012,57.18311458516714,40.37732571052622,63.67310274518069,24.93089631706066,0,00000080.wav,id_04,valve,abnormal
69.13714006411735,44.36315784154484,76.92114741557322,57.48835368641343,38.89784431930021,64.66246515740025,21.6190114340026,0,00000081.wav,id_04,valve,abnormal
68.13046421470253,44.49842796405744,77.051535746073,57.6724901299496,38.603739500162526,65.23284281978411,22.07061746137948,0,00000082.wav,id_04,valve,abnormal
69.62911895525926,44.690064148757926,76.87611574312982,57.5347667271749,41.15519526548617,64.08297874634285,25.122109718269904,0,00000083.wav,id_04,valve,abnormal
68.97292577546611,44.494499068852704,76.7206744486609,57.03889498563102,38.6251091645422,64.81343581720651,21.363394076863628,0,00000084.wav,id_04,valve,abnormal
66.24876213193804,44.499294618418375,76.7935541104215,57.768718721425344,39.101145923617146,65.24614571478143,22.821414337577,1,00000085.wav,id_04,valve,abnormal
66.79256063810706,44.16728874030658,76.74485322899467,58.05965931424237,40.73883453193824,63.638084818081104,24.86271070262182,0,00000086.wav,id_04,valve,abnormal
69.41537929785721,44.55336870724982,76.52596251326176,57.69889628307354,41.46135356493886,63.36931004181367,24.60462661343582,0,00000087.wav,id_04,valve,abnormal
70.15759950540786,44.22003527573561,76.5395514776064,57.6058380604743,38.68276233406615,64.603694064459,22.04745058213808,0,00000088.wav,id_04,valve,abnormal
69.3747838316738,44.64933198714667,76.26257718467483,57.57110537171265,40.93696374468935,62.95235095610197,24.93768888093178,0,00000089.wav,id_04,valve,abnormal
69.61877971185072,45.06436290825805,76.69454204803188,59.41302220579361,40.59664388999653,64.55306264695386,25.63974765795293,1,00000090.wav,id_04,valve,abnormal
69.45151402760186,44.24352262668273,76.1318038486744,57.87032548569364,38.94293688734993,64.58627221613439,21.575225850756496,0,00000091.wav,id_04,valve,abnormal
67.74890316386171,41.727165712867375,76.18007999874862,56.19967927030922,42.49142378329987,62.877908880478415,27.28177339742551,0,00000092.wav,id_04,valve,abnormal
65.1465606018584,44.67384218137451,76.59357471441703,55.76569654284965,43.29919927172193,63.3070879884796,28.572703627754347,0,00000093.wav,id_04,valve,abnormal
67.29894817332797,44.56616603856697,76.19008884970103,59.34997757327667,38.64020920754584,65.19863834298252,21.40792861773771,0,00000094.wav,id_04,valve,abnormal
65.99534169724106,44.384488197258406,75.92941066819053,55.952820178367126,43.44166544260396,62.71478640474754,28.298136878099225,0,00000095.wav,id_04,valve,abnormal
69.9186755164892,44.565168403614805,76.03057312588496,57.98889970537424,39.22522600518342,64.53770355648987,22.14788185174497,0,00000096.wav,id_04,valve,abnormal
65.97154168578464,44.763942151250205,75.66894433738602,58.32714233398344,39.94028593937235,64.20335370290084,22.50004112793762,0,00000097.wav,id_04,valve,abnormal
70.73036873754873,45.13441072120428,75.96158895133121,57.70415262299565,41.426668539440286,63.493156514463024,26.14213544106067,0,00000098.wav,id_04,valve,abnormal
68.78423635777409,44.63104222490248,75.56589568530921,57.82484097428461,41.47722687158631,62.70431114849539,27.03965858670593,0,00000099.wav,id_04,valve,abnormal
62.06490329533233,44.46349209694605,75.63750779029436,56.78595668374261,42.45681974002576,62.37589764547887,26.48495276410276,0,00000100.wav,id_04,valve,abnormal
68.85922910163839,45.06313649013983,75.53752025603787,57.929573307720176,41.74377281668887,62.52242269063275,25.98967761306077,0,00000101.wav,id_04,valve,abnormal
69.77073516970029,42.72934749976034,75.92538453309791,57.61464223626591,41.909302730089074,62.95376294056422,26.309172156148268,0,00000102.wav,id_04,valve,abnormal
69.52263519986997,44.61742264021154,75.51204399328114,57.93962812280486,40.1625394901531,63.43938212591133,22.64047346520934,0,00000103.wav,id_04,valve,abnormal
62.65633088621965,44.33517552564656,75.90224254715255,56.09345334334351,42.50179201670868,62.67789895507384,29.19367965585508,1,00000104.wav,id_04,valve,abnormal
69.66166204675548,44.41623761113768,75.93520154419636,58.22033517869707,38.56426545225524,65.07503301251752,20.78505967927885,0,00000105.wav,id_04,valve,abnormal
68.31210928932214,44.9311538092516,75.14238352293587,57.40358657078012,42.29847056749416,61.36402980314785,26.369303196108955,0,00000106.wav,id_04,valve,abnormal
64.79547631869107,44.87056857459528,75.32117735768924,56.57841302840714,43.73822005842749,62.92939684496635,28.033627868158067,0,00000107.wav,id_04,valve,abnormal
67.67494795396269,44.07233223739806,75.00663773209575,57.82429984470373,42.17090219966634,61.29715312515333,26.536130868411423,0,00000108.wav,id_04,valve,abnormal
69.15234878533829,44.28654647814679,74.98886685867663,57.81661940685776,40.671986119503664,62.676543772712535,23.961425921306976,0,00000109.wav,id_04,valve,abnormal
68.32046490456344,47.381383989194845,75.10038812956688,63.14232183619547,39.38723053614924,62.58182265500179,20.097123369077345,0,00000110.wav,id_04,valve,abnormal
67.63509131189926,47.200522689258975,75.02375422656864,52.55364207552022,43.100267698551946,61.11419029473805,25.64421988923032,0,00000111.wav,id_04,valve,abnormal
68.1505374781079,54.59703656599751,73.99638394717763,43.61673804304343,45.472191043427,58.94565112295804,30.48737125257744,0,00000112.wav,id_04,valve,abnormal
