DPF,Hp.SD.1,Hp.mean.1,Jitter.APQ55,Jitter.PPQ5,Jitter.RAP,Jitter.local,PPE,PPF,PVI,RelHp.1,Shimmer.APQ11,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ55,Shimmer.local,filename,machine_type,machine_id,label,Fo.mean,Fo.std,Jitter.DDP,Shimmer.DDA,Jitter.absolute,Shimmer.local_db,praat.hnr,signal_analysis.hnr
78.71012482662968,5.515724328680456,-10.449197588158292,2.696007376001205,2.644949849305429,2.5964905022422125,4.173211198198592,1.8920449676118645,28.363384188626902,0.2577511625286592,0.0626373248305878,9.23063213203412,7.9548889174095,8.823178708572108,9.619503219082285,13.805672302332637,00000538.wav,pump,id_04,normal,143.51100964583938,0.8025968978903315,7.789471506726637,23.8646667522285,4.624566273421236,1.199111663787877,-0.1213073391942463,0.6864563808934218
78.23691460055096,5.339598120165709,-11.632028644067788,1.767859495157051,1.83875119498184,1.7449576284166817,2.8303673516467254,2.1426703346811125,12.396694214876034,0.3875589993384946,0.0589218708313471,8.579959168321196,7.4302735310223715,8.029890038071052,9.089507230164964,12.779716339434357,00000547.wav,pump,id_04,normal,143.98764613646367,0.9514390829368252,5.234872885250045,22.29082059306712,3.1157822191592004,1.10837925145805,-0.7461102307703182,0.4873542570580629
76.23693379790942,4.295235011120953,-13.160496140294844,1.5193183436500624,1.5386108180263511,1.43140073626918,2.362574996441468,2.2382102340020924,11.358885017421605,0.3766355419710199,0.0572877750766052,8.704565426990298,7.573230298272798,8.159988143556784,9.168281000189507,13.03681346791956,00000573.wav,pump,id_04,normal,143.3033346191824,1.0376852351798318,4.29420220880754,22.719690894818395,2.631101813110181,1.1364401565660356,-1.796673098409409,0.6679046056711777
67.17618664521319,5.980719055678092,-14.161350113456637,2.514623550106382,2.0652576355106524,1.9765333129268725,3.0953577131231755,1.7321441953899337,16.5728077232502,0.2750034053013414,0.0496473322379598,7.976216413882044,6.8166039821763365,7.42507409151887,8.349804682659896,11.6347312294085,00000517.wav,pump,id_04,normal,123.54170998817862,32.39196793858661,5.929599938780617,20.44981194652901,3.974235104669887,1.0132407466771571,-0.3330821568132829,0.7060904249529236
67.0391061452514,3.8490412233438462,-14.926133620246604,0.6337151122010404,0.6402820379301294,0.5936951888342309,0.9077626935020624,1.8969851584830435,2.025139664804469,0.3353695672843438,0.0532618209060984,9.27225867618783,7.851908733910674,8.902552216902613,9.480344093471782,13.771045641916274,00000031.wav,pump,id_04,normal,143.4065408888294,0.7952941727658293,1.7810855665026928,23.55572620173202,1.013277428371768,1.197678260715504,-1.213606683644554,0.7570143016710046
74.44444444444444,5.388658954492293,-14.538132734634894,2.4356121829883564,2.368838024855948,2.1130617492184105,3.352676042878281,2.1950734560549505,18.75,0.7544251286593864,0.0501836931705186,7.877537359067395,6.81619898631294,7.45227616147549,8.370284840757476,11.737806644953128,00000367.wav,pump,id_04,normal,144.24612028582874,1.483294927507818,6.339185247655232,20.44859695893882,3.722029186935372,1.0202415291410651,3.692812679632274,0.973501079246468
76.51567944250871,5.637832661620491,-12.81746197249493,2.729272781449996,2.56631277574066,2.33041985653646,3.798975521579597,1.934583956614372,19.16376306620209,0.3254420257083281,0.054184992427672,8.831432336180242,7.242385436803425,8.647974723836201,9.125204490186944,12.887335054731242,00000317.wav,pump,id_04,normal,144.1855691782057,0.9271009219958852,6.99125956960938,21.72715631041028,4.2322175732217575,1.1244354483825716,5.072601803809192,3.4803640356945813
68.71584699453553,5.489149118188188,-13.713284380519209,2.0011091490765187,1.6136156912204702,1.4321958979494545,2.3902992179199334,2.446278924581727,7.581967213114754,1.0827159057390916,0.0520767328821794,8.7062941066981,7.155616258392099,8.086895539874146,9.24467890243834,12.441155599648118,00000501.wav,pump,id_04,normal,146.87112617893743,6.608647876290087,4.296587693848363,21.46684877517629,2.6103896103896105,1.0809359792944728,-0.6031850618919269,0.9349810127476766
77.38343771746695,5.377045149360513,-11.408127555080158,1.3694914177888156,1.399240822111533,1.281444870533493,2.067621756083927,1.5006999578026765,8.768267223382047,0.1683693289770255,0.0595763902825641,8.813614466476102,7.328150568130501,8.572941371338382,9.302086280317912,12.925115869814856,00000456.wav,pump,id_04,normal,143.26966642719674,0.4856111753240559,3.84433461160048,21.984451704391503,2.300139275766017,1.1268246114810243,0.4837706554029016,1.587251487810933
80.06944444444444,5.324314781846157,-10.360662614644902,1.2202422933690824,1.0707203566530374,0.9358226694357312,1.4894722154579196,1.816313870058736,5.347222222222222,0.2567590342181235,0.0637552719855186,8.607889177249403,7.344665932310866,8.276180917791622,9.01905861422937,12.837214803152794,00000272.wav,pump,id_04,normal,143.16448081539036,0.6793382558187958,2.807468008307194,22.0339977969326,1.6532314107018764,1.1153589013818503,-0.1271793543584906,1.0991251338908845
