DPF,Hp.SD.1,Hp.mean.1,Jitter.APQ55,Jitter.PPQ5,Jitter.RAP,Jitter.local,PPE,PPF,PVI,RelHp.1,Shimmer.APQ11,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ55,Shimmer.local,filename,machine_type,machine_id,label,Fo.mean,Fo.std,Jitter.DDP,Shimmer.DDA,Jitter.absolute,Shimmer.local_db,praat.hnr,signal_analysis.hnr
74.80115690527838,5.3399338107024,-11.23732143283476,7.363420240522951,5.03327205491892,4.6646469240657,7.93097445931596,3.921267003931892,19.52277657266812,4.59781215717947,0.0603236172278798,15.210995298872351,12.591675978014967,13.749015129452763,15.948777396873378,21.853446681671045,00000000.wav,fan,id_06,abnormal,278.86737181174755,84.61161660161929,13.9939407721971,37.77502793404491,4.583363471971067,1.996052728277102,-3.3718951231181578,0.5734321155044427
73.62141244759755,6.183060352805092,-12.513115556200566,8.089337001758373,6.024295361236375,5.496728690125815,9.31231043345608,4.123501513562471,23.99226056110932,4.650285636789188,0.0534868737257823,17.823551261900633,15.023854166913726,16.523286118701368,18.975083848436768,26.2085943534537,00000001.wav,fan,id_06,abnormal,312.1231206142411,51.9742962790131,16.490186070377447,45.07156250074118,4.801290322580646,2.3219696622803485,-3.2228706660135686,0.7150285355944659
73.4276256394824,6.153524101004078,-13.283357005557225,8.226379399490307,6.157940461714513,5.64407957849552,9.53418068854349,4.158271845665202,21.336142040325008,4.36126970933019,0.05144858346962,19.022202981773304,15.47249102663842,17.49743688198138,20.009068213014032,27.264882262035428,00000002.wav,fan,id_06,abnormal,334.5904647078932,49.22363080210657,16.932238735486557,46.41747307991526,4.589403973509934,2.4212296156269195,-3.4071854138452715,1.4952079435771062
74.55744533148211,5.357173748695967,-9.362171225821324,8.047802051348484,5.958439994071712,5.4941695280797065,9.29262430397071,4.046276752079828,26.41443943075321,4.247137831356388,0.0679378057740503,18.400360959636345,15.570695534279496,17.21071315271448,19.372753149198225,27.04037668019803,00000003.wav,fan,id_06,abnormal,289.82341692202425,73.43250065638621,16.48250858423912,46.71208660283849,5.158680555555556,2.390380410538472,-3.516910817266914,0.5751791900940312
73.80869565217392,6.450619835542117,-16.272347027613172,6.551448102929966,4.479493685696219,4.1000905244623125,7.118402862428404,3.973068325234445,12.208695652173914,4.734956165545382,0.0440083377325816,13.230259503403872,11.303456932708343,12.030214473836311,14.025463340661428,19.42299581745702,00000004.wav,fan,id_06,abnormal,289.12910843773057,114.33377874973026,12.300271573386937,33.91037079812504,3.959986082115519,1.7204402119212776,-4.28029174894706,4.305356702035886
74.82121573301549,6.453819007750234,-11.99060838602654,8.366396432792701,6.0238385295478185,5.475719614654184,9.29327166509064,4.2076110715049575,20.35160905840286,4.9020660165509575,0.05421691758983,18.81493646998044,15.623235481007422,17.06858442272253,20.032697861745905,27.12030970203089,00000005.wav,fan,id_06,abnormal,337.569754309727,50.17981401782667,16.42715884396255,46.86970644302227,4.428315946348733,2.4132896668954302,-3.1902418013897456,0.2500810801105219
73.10317141710156,5.837468911163904,-12.861171175165268,6.564740783317719,5.4081540182846455,4.894953507407513,8.30915386996985,3.69502830534262,27.338418305901246,3.498189702774328,0.0534798250238055,15.480793245329732,12.51116337449963,14.26021747176143,16.43842257927614,21.94308203535866,00000006.wav,fan,id_06,abnormal,251.31111553812408,44.85361091078901,14.684860522222538,37.533490123498886,5.334136546184739,1.9245453564831847,-3.322034067474871,1.0629663609308426
73.34235453315291,4.4625265339624685,-11.87077574530864,3.3794701395449875,3.233269546785937,2.978019893308132,5.001038069793651,3.007699076468025,25.77807848443843,1.514111013034709,0.0612246062003712,13.823383470776507,11.447872446431075,12.377099985684069,15.06626887937676,19.7967890779178,00000007.wav,fan,id_06,abnormal,147.74006787653113,4.240535168742968,8.934059679924395,34.343617339293225,5.409614082599864,1.7468644005294238,-1.0184847774194292,1.589374040762976
75.85219134918361,5.588488230119872,-12.038210858985003,7.946260039064175,6.338309273196055,5.875775672521527,9.766871689522072,4.011929086968522,22.199942709825265,3.815857700729637,0.0567321195502851,20.22671246069894,17.479817381650747,18.97537338532988,21.68112354227605,30.167789599656736,00000008.wav,fan,id_06,abnormal,347.85384889719177,34.29290254853827,17.627327017564582,52.43945214495224,4.474212034383954,2.669969613010099,-2.7659286230246383,0.5017945696713026
73.61111111111111,5.734074727421949,-11.24469574498685,7.744380103397025,5.59055272093138,5.106348993213195,8.677413801289944,4.0802149283715305,21.00271002710027,4.813937460767044,0.0588970798341989,15.918165477710168,13.525726156746192,14.740066362920896,16.874888891752427,23.33541133618649,00000009.wav,fan,id_06,abnormal,296.46731100180693,83.58754288121771,15.319046979639584,40.57717847023858,4.701118264994917,2.0826356452974486,-3.718793347171024,0.6003808469645503
