DPF,Hp.SD.1,Hp.mean.1,Jitter.APQ55,Jitter.PPQ5,Jitter.RAP,Jitter.local,PPE,PPF,PVI,RelHp.1,Shimmer.APQ11,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ55,Shimmer.local,filename,Fo.mean,Fo.std,Jitter.DDP,Shimmer.DDA,Jitter.absolute,Shimmer.local_db,praat.hnr,signal_analysis.hnr,hardness,depth,brightness,roughness,warmth,sharpness,boominess,reverb,machine_type,machine_id,label
71.29171817058096,5.819394116701003,-11.454146540815156,6.261120292734887,4.606274034038728,4.164759612610657,6.719931705132332,3.813903648436322,17.3053152039555,3.937008105480441,0.0578920106668967,23.18708410615244,21.546704575230976,22.235736604168338,24.110973492710635,36.29258919861849,00000000.wav,306.1415904178369,51.499042321091615,12.494278837831972,64.64011372569293,3.3211746522411127,3.2444477669131424,1.5630944837421124,4.529703095369136,43.22990516964418,70.99051610920449,52.18880095631005,53.42041483975103,58.436525104806535,43.266406217763496,37.49334227484012,0,fan,id_00,abnormal
63.96464646464647,5.76231926817936,-12.57200978225396,5.306052065996755,4.188043532785433,3.588461931970006,5.756556992773414,4.0378584182328,12.601010101010102,3.6367394838125926,0.0545424922422435,25.984491350277167,23.69393984856641,24.83428194691444,26.50146225288463,40.07116636253279,00000001.wav,371.13034723534827,21.65848603927658,10.76538579591002,71.08181954569923,2.325082091437232,3.603031680727896,3.1220676340338254,5.174961872524109,44.15199285248977,76.94785198985731,50.77357471436321,51.08424899073362,59.13758131269618,43.53537321562949,39.12347101310221,0,fan,id_00,abnormal
68.69353717859624,5.673176558234728,-15.467671660922525,5.645511819340973,3.9724218829103735,3.691512874978975,5.95579808663135,3.4827317620525053,17.268936761640028,3.327894657830648,0.047301791755632,22.231505456330712,21.913012449094506,20.65087705945585,22.91733802038872,35.7691474817737,00000002.wav,269.25260517077453,41.90420052459468,11.074538624936924,65.73903734728351,3.3086548488008343,3.21008461389882,3.305040521615371,6.241756993008108,43.61987686311596,74.60312135133515,51.7680144237049,51.93186966486819,58.674991966838135,43.31629581802689,38.287912401751214,0,fan,id_00,abnormal
64.31576342489483,5.539745829618689,-10.462022049819854,6.850673772143807,4.236448626204416,3.58387450517888,5.894733384079709,4.345152063973089,13.734224201930214,5.314927510041652,0.0624930949838954,30.05382941132808,27.349452642050583,29.24127463550704,30.18531144220888,46.19842802696241,00000003.wav,379.0370435504778,34.39850114184014,10.75162351553664,82.04835792615177,2.3334158415841584,4.13657794929437,-1.0767868581388969,1.7787189978271811,43.70526538090661,78.24342964879804,48.369271235140666,51.233143884937725,60.32620063756717,38.93065639324564,40.81419005697828,1,fan,id_00,abnormal
66.59324522760646,5.626729869551469,-11.60400800895946,7.094497723054055,4.8762767135508245,4.123090817848008,6.70161387830366,4.329382225825121,15.883504650024474,4.923250082814786,0.0580358198848312,28.611253187519104,25.91442095207573,27.966462471542304,28.874587538755392,44.1350992903802,00000004.wav,386.1386858354737,34.92305811817047,12.369272453544022,77.74326285622719,2.6230110159118727,3.962948112374525,-4.345337891284867,0.4056532343891618,44.04468277957247,75.58061324336614,49.40785261652599,50.90834408906694,59.7954302097929,40.85325325897107,39.97608510103285,0,fan,id_00,abnormal
68.71199557766722,5.752204361611279,-14.705711439651052,5.762792003896272,4.04984984855919,3.651737365014237,5.94082449027565,3.937469296222656,12.71420674405749,4.801265882117541,0.0488808346712569,23.393254022835418,21.65597823761142,22.637692631045887,23.989465111193983,36.49484499396255,00000005.wav,339.27490994688446,50.37162135971187,10.955212095042713,64.96793471283426,2.625933093724081,3.284002488868551,2.6237713436198,4.645891255253778,41.98059329494002,75.66115866179744,51.08284994549717,51.59054426752801,58.92713324778013,41.77123716676663,38.41334274938833,1,fan,id_00,abnormal
66.72452268782544,5.808657279652974,-12.411887114528794,7.7844200025824,4.956748198686418,4.330911206203711,7.055343716965535,4.360343341295034,18.323828415571537,5.999225982013359,0.0548831021931113,26.83352274924855,24.166929042162103,25.98969190212207,27.51354885673179,41.0374381115699,00000006.wav,380.5098125858881,37.66277396853758,12.992733618611132,72.5007871264863,2.798363095238096,3.689155958064641,-3.065273135171984,6.121604098328074,40.337590994127495,77.9480942623895,49.52306703602217,50.95506969461971,60.04004964997583,39.20191090591102,39.63260514836257,0,fan,id_00,abnormal
65.71081409477522,5.595902817400397,-12.494163671951242,7.178969043139423,4.9505013705130745,4.219135319024541,6.956722375059305,4.432118310221488,15.795868772782503,4.537480415447505,0.0552789565803216,27.75218074806464,24.98742602293028,26.539073904460786,28.31463725209949,42.17495140747968,00000007.wav,389.2186354701045,32.35314429520975,12.65740595707362,74.96227806879084,2.7034516285853183,3.780928406998196,-3.8152810624143374,0.1743308774514019,42.77056903637225,77.28629641303334,50.09296780292673,51.64355949779332,59.78120159422032,39.8094331480281,39.38544847746199,0,fan,id_00,abnormal
63.695426195426194,5.666720494577581,-10.34760853285398,7.199783753645658,4.471134712337845,3.8491567201938177,6.294594225250756,4.279023823146008,16.242203742203742,5.148425177880755,0.0624440773189473,31.09558557179285,29.204261649466133,30.671642795102848,31.541409235571177,49.08007008659065,00000008.wav,361.61013737995705,58.74528767205739,11.547470160581453,87.6127849483984,2.6155445801923576,4.493469125116322,7.314843253717676,0.0,36.726401952628535,74.96439087401183,45.41295743614385,49.98611678615799,61.836932082149566,36.34845359472634,42.45990182725046,0,fan,id_00,abnormal
68.76697447039652,5.870666378078114,-11.291705177521672,5.36399438227283,4.446607654730652,3.84611096523583,6.202842472331685,3.7448020353283273,14.96469310157523,3.561230730282432,0.0582670056268369,24.877752273566152,22.73981093021958,24.45039315608441,25.80674803457066,38.69878109990688,00000009.wav,345.30637995754114,19.16040836663901,11.538332895707487,68.21943279065874,2.6946481934256994,3.467720052406683,1.033938349175212,4.157752561438468,40.69067223866446,71.64911285300485,51.20286788245503,51.55025717225609,59.10949023422216,43.84566318821838,38.20523380343743,0,fan,id_00,abnormal
