DPF,Hp.SD.1,Hp.mean.1,Jitter.APQ55,Jitter.PPQ5,Jitter.RAP,Jitter.local,PPE,PPF,PVI,RelHp.1,Shimmer.APQ11,Shimmer.APQ3,Shimmer.APQ5,Shimmer.APQ55,Shimmer.local,filename,Fo.mean,Fo.std,Jitter.DDP,Shimmer.DDA,Jitter.absolute,Shimmer.local_db,praat.hnr,signal_analysis.hnr,hardness,depth,brightness,roughness,warmth,sharpness,boominess,reverb,machine_type,machine_id,label
71.47850401957358,5.912374581933832,-24.12530745676215,11.006541327844166,6.430678689745752,5.635825357816637,9.519602657434495,4.279872845658042,31.24781544914366,6.890463769341688,0.0332915169256985,38.55223752702125,25.996296114255475,30.6266866786678,52.37524905563576,44.95866531390328,00000000.wav,289.99072701368533,81.17432559501638,16.907476073449914,77.98888834276643,5.320629370629371,2.893962776765838,1.517148742300033,3.6095053770237686,61.78325848723097,47.04690542361591,74.08054996634993,54.43934107161588,44.0978016809318,60.63306868646772,30.64568730248332,0,valve,id_06,normal
75.98736176935229,7.214738002337577,-26.22428883416168,3.021986000606513,1.6978414738958336,1.501584099421448,2.471868191395284,2.3411099649588856,12.63823064770932,1.1562325900868324,0.0299051765139433,36.31389191653267,21.70123520340447,25.77273072049965,53.36987252503548,38.75757183679293,00000001.wav,127.3245863532722,13.544433532383628,4.504752298264344,65.10370561021341,3.121739130434783,1.6239347621834568,0.3929125242204361,2.1590765908273046,60.57589385057486,45.17326366957519,72.65780620441882,55.25487699067901,40.851691748179526,60.354104392296776,23.879294500211618,0,valve,id_06,normal
74.48160535117057,5.800918476200749,-26.108468237434003,9.265753554478204,5.987852189296004,5.627125266593263,9.438298617684646,4.271578462806663,25.48494983277592,5.001041012999111,0.0313387408217627,34.35117575268748,21.326387908831425,26.882172459660147,47.44581293707301,39.19442073056766,00000002.wav,298.71166354694736,105.29379827619444,16.88137579977979,63.97916372649428,5.048511207761793,2.5587487666071,-0.4033882994787121,3.991348839304511,60.69917401630679,46.383901759815615,72.21891481375624,54.88378598536844,43.78409038145951,58.52417779475316,29.63317731191116,0,valve,id_06,normal
74.95291902071564,6.683511769082032,-24.224841589943736,7.969357186027201,5.128278603333877,4.836370922112359,8.160607964729563,3.992540202991302,21.84557438794727,4.149385277076761,0.0323537131979883,30.299112546264105,18.62909742636156,23.44174720434441,41.06869685331513,34.33190505939054,00000003.wav,266.8661223893836,112.10109649312948,14.50911276633708,55.88729227908468,4.91446872645064,2.2500533707357007,1.1656446865173071,2.831832414474769,58.70412891595129,47.40357169572282,71.58123251462693,56.17376594665243,43.54014218900008,58.102182031133,28.58131310082722,0,valve,id_06,normal
73.5424681858538,5.930080812314912,-27.267540167182,9.89502444194319,5.838942749069175,5.371226834306737,9.078930819768363,4.419932022521079,17.283219887540692,5.91339087775647,0.0301226404331083,32.48702859143853,20.99296989812272,25.80050936056407,45.82915190788804,37.16394402645573,00000004.wav,335.83956357056843,107.51578542583782,16.11368050292021,62.97890969436815,4.297217288336293,2.462172287986487,0.6416929285103008,3.4093811259873816,62.44527664677031,44.95719023747485,72.82337768440829,56.16073630689813,42.52235805008296,59.99441725017658,28.1554664519198,0,valve,id_06,normal
72.50159134309358,5.731825510583052,-27.73045032005749,11.305739637201793,6.766268797294646,6.277840840553926,10.485749785648016,4.586529155867848,30.299172501591343,9.36436755573337,0.0298843989291465,39.32165840679721,26.509766795866312,31.260404199163748,51.90116775490849,46.25536458841794,00000005.wav,310.4121621038776,115.65071219092876,18.833522521661777,79.52930038759894,5.333014963387456,3.3582143815689616,1.1379114006350433,4.593099925863562,60.4998305375006,46.109120103591664,73.4115858679848,53.716546297784674,44.01396955037304,58.922863574085184,31.36405753300244,0,valve,id_06,normal
73.00977653631286,5.105382914724463,-24.34013589736588,7.71328827335001,5.160847645852685,4.756052882683828,8.19239433116841,4.032856904266501,19.134078212290504,4.91554153996112,0.0339610249824974,24.754699546528585,16.337868573282822,20.105528282522485,33.07384875928954,29.64676640620662,00000006.wav,285.58389768644616,75.27945322817762,14.268158648051482,49.01360571984847,4.573524275235767,1.89407504981289,1.75250730719477,3.222346791677545,60.33179118184498,47.11493702668042,71.73151221046194,55.64552622985602,42.05836421340974,60.05453904778753,25.891390500166583,0,valve,id_06,normal
72.29299363057325,6.025802377902917,-22.70510581259608,8.71213883550511,5.762885137761855,5.325806932393635,9.08383584290728,4.117139812653841,26.07926397735315,5.393812173995006,0.0348057218856273,28.23582013956692,19.71819764068096,23.75236114485656,38.73275402069292,35.44568541744353,00000007.wav,282.1571955405212,67.74337839380007,15.977420797180905,59.15459292204288,5.141238938053097,2.3557029140862205,1.7803993001549585,3.4417134107260234,59.83426781298968,54.4581766585483,70.37963676907597,55.17914241784022,43.66275836420545,56.33215144132773,27.73459537706127,0,valve,id_06,normal
74.31838170624451,5.31359383451096,-27.22582234713992,9.11372806445693,6.049047066856446,5.543230349702025,9.347780406822215,4.4376276345732,19.61301671064204,5.801452796404316,0.030731958877735,31.297183595702965,19.30142070690828,24.26796285424312,44.26775075144779,35.28388461352686,00000008.wav,340.2152802258047,74.76118344958999,16.629691049106075,57.904262120724844,4.379178885630498,2.434626128965377,1.8050434395467965,3.0087901081688955,60.92793958217871,49.988683604819954,71.2761123008728,56.58488843159319,43.46357347266871,57.29611199816769,28.475915931759324,0,valve,id_06,normal
73.19833234067897,5.2396749043603705,-13.108244709290643,4.459337324963795,2.642291264231209,2.4251184925218694,4.148968149086493,3.1774704752307645,17.03394877903514,2.1391918177418194,0.0545020918478404,28.495081631512104,17.866204775145363,22.1382549086664,40.639224583755365,33.06788083513897,00000009.wav,168.66070713346758,43.71669600012656,7.275355477565608,53.59861432543609,3.951132300357569,1.6321534941341098,1.2368988707480146,3.087262411571012,61.79846159556794,45.89723142768727,71.84117498880869,57.15000571008558,41.35614263871559,60.41408777674493,27.357887200548685,0,valve,id_06,normal
